InputID,TargetID,Distance
978,UIZ,0.0223415077963
979,XAL,0.0225864128416
980,HGM,0.021278938976
981,HGM,0.0211846628942
982,HGM,0.0306772751256
983,UIZ,0.0129803940357
984,MCM,0.0158722516831
985,MCM,0.008741539307
986,IZT,0.0307052190989
987,UIZ,0.0174891999374
988,UIZ,0.0444251955554
989,UIZ,0.0213785365821
990,COY,0.00872591976694
991,MCM,0.0163557123263
992,MCM,0.00530719966177
993,LAA,0.019915403483
994,UAX,0.029223244632
995,LAA,0.0255275140222
996,MCM,0.00876791383759
997,MCM,0.0116934710143
998,HGM,0.0254897036194
999,HGM,0.0208776737245
1000,MCM,0.0192591166592
1001,UIZ,0.0184077652923
